addressid,address1,address2,city,state_name,postalcode,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,City,state_id,county_name,Zip,Country,Source,county_fips,all_county_weights,imprecise,military,timezone,zcta,parent_zcta,population,density
360,619 Hunuco Avenue,,Matsue,,81508,39.063871,-108.550649,0.16,place,,,Grand Junction,CO,Mesa County,81508,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
361,45 Aparecida de Goinia Place,,Satna,,7431,0,0,0,,,,,,,,,,,,,,,,,,
362,482 Kowloon and New Kowloon Manor,,Bratislava,,97056,45.811578,-122.974184,0.22,place,,,Scappoose,OR,Columbia County,97056,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
363,604 Bern Place,,Ranchi,,5373,39.960927,-95.967077,0.23,place,,,Bern,KS,Nemaha County,66408,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
364,1623 Kingstown Drive,,Almirante Brown,,91299,34.088985,-96.480273,0.17,place,,,Brown,OK,Bryan County,74701,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
365,1009 Zanzibar Lane,,Arecibo,,64875,0,0,0,,,,,,,,,,,,,,,,,,
366,114 Jalib al-Shuyukh Manor,,Yaound,,60440,41.7006,-88.075006,0.09,place,,,Bolingbrook,IL,Will County,60440,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
367,1163 London Parkway,,Belm,,6066,41.8372,-72.454917,0.22,place,,,Vernon-Rockville,CT,Tolland County,6066,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
368,1658 Jastrzebie-Zdrj Loop,,Nyeri,,96584,32.91537,-102.41602,0.23,place,,,Loop,TX,Gaines County,79342,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
369,817 Laredo Avenue,,Guadalajara,,77449,29.837562,-95.733756,0.22,place,,,Katy,TX,Harris County,77449,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
370,1565 Tangail Manor,,Okinawa,,45750,39.413446,-81.351051,0.22,place,,,Marietta,OH,Washington County,45750,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
371,1912 Emeishan Drive,,Balikesir,,33050,24.71375,-81.09035,0.33,place,,,Marathon,FL,Monroe County,33050,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
372,230 Urawa Drive,,Adoni,,2738,41.736735,-70.754015,0.22,place,,,Marion,MA,Plymouth County,2738,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
373,1922 Miraj Way,,Najafabad,,13203,43.062016,-76.134145,0.22,place,,,Syracuse,NY,Onondaga County,13203,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
374,433 Florencia Street,,Jurez,,91330,34.247532,-118.526076,0.22,place,,,Northridge,CA,Los Angeles County,91330,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
375,1049 Matamoros Parkway,,Gulbarga,,69640,38.338107,-90.969862,0.17,place,,,Parkway,MO,Franklin County,63077,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
376,1061 Ede Avenue,,Cabuyao,,57810,38.300217,-76.743445,0.23,place,,,Avenue,MD,St. Mary's County,20609,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
377,154 Oshawa Manor,,Probolinggo,,72771,44.300244,-94.10524,0.17,place,,,Oshawa,MN,Nicollet County,56082,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
378,1191 Tandil Drive,,Tanauan,,6362,40.68863,-74.018244,0.23,place,,,New York,NY,New York County,10004,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
379,1133 Rizhao Avenue,,Vitria de Santo Anto,,2800,0,0,0,,,,,,,,,,,,,,,,,,
380,1519 Santiago de los Caballeros Loop,,Mwene-Ditu,,22025,38.592418,-77.346866,0.07,place,,,Dumfries,VA,Fauquier County,22025,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
381,1618 Olomouc Manor,,Kurgan,,26385,39.152121,-80.357602,0.22,place,,,Lost Creek,WV,Harrison County,26385,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
382,220 Hidalgo Drive,,Kermanshah,,45298,39.166759,-84.53822,0.22,place,,,Cincinnati,OH,Hamilton County,45298,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
383,686 Donostia-San Sebastin Lane,,Shenzhen,,97390,44.36178,-123.891668,0.09,place,,,Tidewater,OR,Lincoln County,97390,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
384,97 Mogiljov Lane,,Bhavnagar,,89294,0,0,0,,,,,,,,,,,,,,,,,,
385,1642 Charlotte Amalie Drive,,Tychy,,75442,33.218463,-96.379009,0.22,place,,,Farmersville,TX,Collin County,75442,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
386,1368 Maracabo Boulevard,,South Hill,,32716,28.744752,-81.22328,0.22,place,,,Altamonte Springs,FL,Seminole County,32716,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
387,401 Sucre Boulevard,,Manchester,,25007,37.83344,-81.43011,0.22,place,,,Arnett,WV,Raleigh County,25007,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
388,368 Hunuco Boulevard,,Namibe,,17165,40.2737,-76.884418,0.16,place,,,Harrisburg,PA,Dauphin County,17165,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
389,500 Lincoln Parkway,,Huaian,,95509,38.394252,-91.33959,0.5,street_center,,Lincoln,Gerald,MO,Franklin County,63037,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
390,102 Chapra Drive,,Tama,,14073,41.934093,-92.585494,0.23,place,,,Tama,IA,Tama County,52339,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
391,1793 Meixian Place,,Kamjanets-Podilskyi,,33535,38.689283,-120.054929,0.17,place,,,Plasse,CA,Amador County,95646,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
392,514 Ife Way,,Lubumbashi,,69973,39.641185,-81.183444,0.17,place,,,Way,OH,Monroe County,45734,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
393,717 Changzhou Lane,,Cavite,,21615,0,0,0,,,,,,,,,,,,,,,,,,
394,753 Ilorin Avenue,,Emeishan,,3656,38.300217,-76.743445,0.23,place,,,Avenue,MD,St. Mary's County,20609,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
395,1337 Mit Ghamr Avenue,,Nakhon Sawan,,29810,33.00793,-81.30844,0.22,place,,,Allendale,SC,Allendale County,29810,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
396,767 Pyongyang Drive,,Izumisano,,83536,46.223289,-116.034292,0.33,place,,,Kamiah,ID,Lewis County,83536,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
397,614 Pak Kret Street,,Addis Abeba,,27796,35.994033,-78.898619,0.16,place,,,Durham,NC,Durham County,27796,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
398,954 Lapu-Lapu Way,,Korolev,,8816,40.427697,-74.421695,0.22,place,,,East Brunswick,NJ,Middlesex County,8816,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
399,331 Bydgoszcz Parkway,,Gijn,,966,38.338107,-90.969862,0.27,place,,,Parkway,MO,Franklin County,63077,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
400,1152 Citrus Heights Manor,,al-Qadarif,,5239,0,0,0,,,,,,,,,,,,,,,,,,
401,168 Cianjur Manor,,Iwatsuki,,73824,37.865945,-81.267882,0.17,place,,,Maynor,WV,Raleigh County,25801,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
402,616 Hagonoy Avenue,,Atinsk,,46043,38.300217,-76.743445,0.23,place,,,Avenue,MD,St. Mary's County,20609,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
403,1190 0 Place,,Bag,,10417,38.689283,-120.054929,0.17,place,,,Plasse,CA,Amador County,95646,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
404,734 Bchar Place,,Okara,,30586,38.689283,-120.054929,0.17,place,,,Plasse,CA,Amador County,95646,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
405,530 Lausanne Lane,,Dallas,,11067,0,0,0,,,,,,,,,,,,,,,,,,
406,454 Patiala Lane,,Koriyama,,13496,0,0,0,,,,,,,,,,,,,,,,,,
407,1346 Mysore Drive,,Brest,,61507,35.835606,-96.303922,0.23,place,,,Bristow,OK,Creek County,74010,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
408,990 Etawah Loop,,Valparai,,79940,31.694842,-106.299987,0.22,place,,,El Paso,TX,El Paso County,79940,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
409,1266 Laredo Parkway,,Omiya,,7664,38.338107,-90.969862,0.17,place,,,Parkway,MO,Franklin County,63077,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
410,88 Nagaon Manor,,Tandil,,86868,37.865945,-81.267882,0.17,place,,,Maynor,WV,Raleigh County,25801,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
411,264 Bhimavaram Manor,,Charlotte Amalie,,54749,44.947538,-92.07521,0.22,place,,,Knapp,WI,Dunn County,54749,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
412,1639 Saarbrcken Drive,,Rustenburg,,9827,0,0,0,,,,,,,,,,,,,,,,,,
413,692 Amroha Drive,,Jaffna,,35575,34.049571,-87.552646,0.33,place,,,Lynn,AL,Winston County,35575,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
414,1936 Lapu-Lapu Parkway,,Deba Habe,,7122,40.735657,-74.172367,0.16,place,,,Newark,NJ,Essex County,7122,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
415,432 Garden Grove Street,,Richmond Hill,,65630,37.550761,-77.584674,0.5,street_center,,Garden Rd,Richmond,VA,Richmond city,23235,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
416,1445 Carmen Parkway,,Cianjur,,70809,30.424177,-91.087779,0.6,street_center,,Carmen Dr,Baton Rouge,LA,East Baton Rouge Parish,70809,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
417,791 Salinas Street,,Hoshiarpur,,40509,37.986629,-84.372883,0.22,place,,,Lexington,KY,Fayette County,40509,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
418,126 Acua Parkway,,Berhampore (Baharampur),,58888,38.338107,-90.969862,0.17,place,,,Parkway,MO,Franklin County,63077,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
419,397 Sunnyvale Avenue,,Allende,,55566,44.805487,-93.766524,0.22,place,,,Young America,MN,Carver County,55566,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
420,992 Klerksdorp Loop,,Amersfoort,,33711,27.733448,-82.690035,0.22,place,,,Saint Petersburg,FL,Pinellas County,33711,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
421,966 Arecibo Loop,,Dadu,,94018,37.510085,-122.473404,0.22,place,,,El Granada,CA,San Mateo County,94018,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
422,289 Santo Andr Manor,,al-Qatif,,72410,35.952057,-91.030074,0.09,place,,,Alicia,AR,Lawrence County,72410,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
423,437 Chungho Drive,,San Felipe de Puerto Plata,,59489,47.55776,-109.3749,0.09,place,,,Winifred,MT,Fergus County,59489,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
424,1948 Bayugan Parkway,,Katihar,,60622,41.902172,-87.683337,0.22,place,,,Chicago,IL,Cook County,60622,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
425,1866 al-Qatif Avenue,,El Monte,,89420,38.50631,-118.18151,0.09,place,,,Luning,NV,Mineral County,89420,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
426,1661 Abha Drive,,Pudukkottai,,14400,0,0,0,,,,,,,,,,,,,,,,,,
427,1557 Cape Coral Parkway,,Laohekou,,46875,41.130604,-85.12886,0.16,place,,,Fort Wayne,IN,Allen County,46875,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
428,1727 Matamoros Place,,Sawhaj,,78813,41.370358,-74.736057,0.23,place,,,Matamoras,PA,Pike County,18336,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
429,1269 Botosani Manor,,Shanwei,,47394,40.159854,-84.984682,0.22,place,,,Winchester,IN,Randolph County,47394,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
430,355 Vitria de Santo Anto Way,,San Juan Bautista Tuxtepec,,81758,0,0,0,,,,,,,,,,,,,,,,,,
431,1596 Acua Parkway,,Purnea (Purnia),,70425,38.338107,-90.969862,0.17,place,,,Parkway,MO,Franklin County,63077,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
432,259 Ipoh Drive,,Guaruj,,64964,0,0,0,,,,,,,,,,,,,,,,,,
433,1823 Hoshiarpur Lane,,Syktyvkar,,33191,25.774266,-80.193659,0.06,place,,,Miami,FL,Miami-Dade County,33191,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
434,1404 Taguig Drive,,Tsuyama,,87212,0,0,0,,,,,,,,,,,,,,,,,,
435,740 Udaipur Lane,,Dzerzinsk,,33505,27.496428,-82.530374,0.07,place,,,Braden Castle,FL,Manatee County,33505,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
436,287 Cuautla Boulevard,,Sucre,,72736,36.381245,-94.471388,0.22,place,,,Gravette,AR,Benton County,72736,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
437,1766 Almirante Brown Street,,Newcastle,,63104,38.611401,-90.214461,0.22,place,,,Saint Louis,MO,St. Louis city,63104,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
438,596 Huixquilucan Place,,Naala-Porto,,65892,38.689283,-120.054929,0.17,place,,,Plasse,CA,Amador County,95646,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
439,1351 Aparecida de Goinia Parkway,,Ozamis,,41775,37.099564,-83.346784,0.09,place,,,Wendover,KY,Leslie County,41775,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
440,722 Bradford Lane,,Junan,,90920,45.058864,-68.95432,0.23,place,,,Bradford,ME,Penobscot County,4410,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
441,983 Santa F Way,,Vancouver,,47472,45.624087,-122.615564,0.4,street_center,,N Santa Fe Dr,Vancouver,WA,Clark County,98661,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
442,1245 Ibirit Way,,La Romana,,40926,0,0,0,,,,,,,,,,,,,,,,,,
443,1836 Korla Parkway,,Kitwe,,55405,44.971871,-93.302471,0.22,place,,,Minneapolis,MN,Hennepin County,55405,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
444,231 Kaliningrad Place,,Bergamo,,57833,38.689283,-120.054929,0.17,place,,,Plasse,CA,Amador County,95646,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
445,495 Bhimavaram Lane,,Dhule (Dhulia),,3,0,0,0,,,,,,,,,,,,,,,,,,
446,1924 Shimonoseki Drive,,Batna,,52625,40.631583,-91.56008,0.33,place,,,Donnellson,IA,Lee County,52625,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
447,105 Dzerzinsk Manor,,Tongliao,,48570,37.865945,-81.267882,0.17,place,,,Maynor,WV,Raleigh County,25801,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
448,614 Denizli Parkway,,So Leopoldo,,29444,38.127658,-86.570969,0.23,place,,,Leopold,IN,Perry County,47551,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
449,1289 Belm Boulevard,,Tartu,,88306,32.66367,-116.27363,0.23,place,,,Boulevard,CA,San Diego County,91905,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
450,203 Tambaram Street,,Escobar,,73942,36.729713,-101.426147,0.22,place,,,Guymon,OK,Texas County,73942,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
451,1704 Tambaram Manor,,Uluberia,,2834,37.865945,-81.267882,0.17,place,,,Maynor,WV,Raleigh County,25801,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
452,207 Cuernavaca Loop,,Nabereznyje Telny,,52671,32.91537,-102.41602,0.23,place,,,Loop,TX,Gaines County,79342,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
453,319 Springs Loop,,Erlangen,,99552,60.91222,-161.21389,0.22,place,,,Akiak,AK,Bethel Census Area,99552,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
454,956 Nam Dinh Manor,,Sirjan,,21872,38.412085,-75.281074,0.22,place,,,Whaleyville,MD,Worcester County,21872,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
455,1947 Paarl Way,,Surakarta,,23636,39.641185,-81.183444,0.17,place,,,Way,OH,Monroe County,45734,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
456,814 Simferopol Loop,,El Fuerte,,48745,44.578092,-83.591419,0.22,place,,,Mikado,MI,Alcona County,48745,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
457,535 Ahmadnagar Manor,,Abu Dhabi,,41136,37.865945,-81.267882,0.17,place,,,Maynor,WV,Raleigh County,25801,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
458,138 Caracas Boulevard,,Maracabo,,16790,32.66367,-116.27363,0.23,place,,,Boulevard,CA,San Diego County,91905,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
459,251 Florencia Drive,,Uruapan,,16119,0,0,0,,,,,,,,,,,,,,,,,,
460,659 Gatineau Boulevard,,El Alto,,28587,35.191279,-76.660435,0.22,place,,,Vandemere,NC,Pamlico County,28587,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
461,1889 Valparai Way,,Ziguinchor,,75559,33.506028,-94.589575,0.22,place,,,De Kalb,TX,Bowie County,75559,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
462,1485 Bratislava Place,,Rockford,,83183,37.995867,-103.708332,0.23,place,,,Rocky Ford,CO,Otero County,81067,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
463,935 Aden Boulevard,,Tegal,,64709,29.776691,-98.46263,0.12,place,,,Bulverde,TX,Comal County,78163,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
464,76 Kermanshah Manor,,Qomsheh,,23343,37.865945,-81.267882,0.17,place,,,Maynor,WV,Raleigh County,25801,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
465,734 Tanshui Avenue,,Florencia,,70664,30.264232,-93.326527,0.22,place,,,Sulphur,LA,Calcasieu Parish,70664,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
466,118 Jaffna Loop,,Gingoog,,10447,32.91537,-102.41602,0.23,place,,,Loop,TX,Gaines County,79342,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
467,1621 Tongliao Avenue,,Usolje-Sibirskoje,,22173,38.300217,-76.743445,0.23,place,,,Avenue,MD,St. Mary's County,20609,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
468,1844 Usak Avenue,,Halifax,,84461,41.223,-111.97383,0.16,place,,,Ogden,UT,Weber County,84461,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
469,1872 Toulon Loop,,Rancagua,,7939,40.667382,-74.553908,0.22,place,,,Lyons,NJ,Somerset County,7939,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
470,1088 Ibirit Place,,Zapopan,,88502,38.689283,-120.054929,0.17,place,,,Plasse,CA,Amador County,95646,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
471,1322 Mosul Parkway,,Dongying,,95400,38.338107,-90.969862,0.17,place,,,Parkway,MO,Franklin County,63077,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
472,1447 Chatsworth Place,,Cuauhtmoc,,41545,37.653709,-82.584042,0.2,place,,,McCombs,KY,Pike County,41545,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
473,1257 Guadalajara Street,,Bijapur,,33599,28.266119,-82.136472,0.18,place,,,Lumberton,FL,Pasco County,33599,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
474,1469 Plock Lane,,Ourense (Orense),,95835,38.667783,-121.526051,0.09,place,,,Sacramento,CA,Sacramento County,95835,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
475,434 Ourense (Orense) Manor,,Hodeida,,14122,37.865945,-81.267882,0.17,place,,,Maynor,WV,Raleigh County,25801,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
476,270 Tambaram Parkway,,Johannesburg,,9668,38.338107,-90.969862,0.17,place,,,Parkway,MO,Franklin County,63077,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
477,1786 Salinas Place,,Nam Dinh,,66546,38.905693,-95.729868,0.22,place,,,Wakarusa,KS,Shawnee County,66546,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
478,1078 Stara Zagora Drive,,Lhokseumawe,,69221,42.63861,-100.23818,0.22,place,,,Wood Lake,NE,Cherry County,69221,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
479,1854 Okara Boulevard,,Emmen,,42123,36.815869,-85.992039,0.22,place,,,Austin,KY,Barren County,42123,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
480,421 Yaound Street,,ostka,,11363,40.771467,-73.745323,0.22,place,,,Little Neck,NY,Queens County,11363,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
481,1153 Allende Way,,Gatineau,,20336,38.860415,-77.022545,0.22,place,,,Washington,DC,District of Columbia,20336,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
482,808 Naala-Porto Parkway,,Stockport,,41060,39.548994,-81.826194,0.23,place,,,Stockport,OH,Morgan County,43787,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
