addressid,address1,address2,city,state_name,postalcode,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,City,state_id,county_name,Zip,Country,Source,county_fips,all_county_weights,imprecise,military,timezone,zcta,parent_zcta,population,density
483,632 Usolje-Sibirskoje Parkway,,Ashqelon,,73085,35.489527,-97.750009,0.22,place,,,Yukon,OK,Canadian County,73085,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
484,98 Pyongyang Boulevard,,Akron,,88749,41.04349,-81.524017,0.23,place,,,Akron,OH,Summit County,44301,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
485,984 Novoterkassk Loop,,Gaziantep,,28165,32.91537,-102.41602,0.23,place,,,Loop,TX,Gaines County,79342,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
486,64 Korla Street,,Mwanza,,25145,39.657355,-76.371332,0.23,place,,,Street,MD,Harford County,21154,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
487,1785 So Bernardo do Campo Street,,Coatzacoalcos,,71182,39.657355,-76.371332,0.23,place,,,Street,MD,Harford County,21154,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
488,698 Jelets Boulevard,,Denizli,,2596,32.66367,-116.27363,0.23,place,,,Boulevard,CA,San Diego County,91905,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
489,1297 Alvorada Parkway,,Yinchuan,,11839,40.768433,-73.525125,0.16,place,,,Hicksville,NY,Nassau County,11839,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
490,1909 Dayton Avenue,,Shaoguan,,88513,31.694842,-106.299987,0.22,place,,,El Paso,TX,El Paso County,88513,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
491,1789 Saint-Denis Parkway,,Acua,,8268,0,0,0,,,,,,,,,,,,,,,,,,
492,185 Mannheim Lane,,Pjatigorsk,,23661,37.009301,-76.386177,0.09,place,,,Hampton,VA,Hampton city,23661,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
493,184 Mandaluyong Street,,La Paz,,94239,38.377411,-121.444429,0.09,place,,,Sacramento,CA,Sacramento County,94239,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
494,591 Sungai Petani Drive,,Okayama,,46400,0,0,0,,,,,,,,,,,,,,,,,,
495,656 Matamoros Drive,,Sogamoso,,19489,39.983153,-75.748055,0.22,place,,,Norristown,PA,Montgomery County,19489,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
496,775 ostka Drive,,Mit Ghamr,,22358,38.804836,-77.046921,0.23,place,,,Alexandria,VA,Alexandria city,22358,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
497,1013 Tabuk Boulevard,,Kanchrapara,,96203,32.66367,-116.27363,0.23,place,,,Boulevard,CA,San Diego County,91905,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
498,319 Plock Parkway,,Sultanbeyli,,26101,39.286315,-81.55477,0.22,place,,,Parkersburg,WV,Wood County,26101,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
499,1954 Kowloon and New Kowloon Way,,Robamba,,63667,39.641185,-81.183444,0.17,place,,,Way,OH,Monroe County,45734,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
500,362 Rajkot Lane,,Baiyin,,98030,47.366428,-122.195982,0.08,place,,,Kent,WA,King County,98030,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
501,1060 Tandil Lane,,Rizhao,,72349,0,0,0,,,,,,,,,,,,,,,,,,
502,1515 Korla Way,,York,,57197,43.524568,-96.738629,0.22,place,,,Sioux Falls,SD,Minnehaha County,57197,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
503,1416 San Juan Bautista Tuxtepec Avenue,,Salala,,50592,42.726167,-95.185325,0.22,place,,,Truesdale,IA,Buena Vista County,50592,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
504,1 Valle de Santiago Avenue,,Brindisi,,86208,0,0,0,,,,,,,,,,,,,,,,,,
505,519 Brescia Parkway,,Madiun,,69504,38.338107,-90.969862,0.17,place,,,Parkway,MO,Franklin County,63077,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
506,414 Mandaluyong Street,,Lublin,,16370,41.56867,-79.4081,0.22,place,,,West Hickory,PA,Forest County,16370,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
507,1197 Sokoto Boulevard,,Siliguri (Shiliguri),,87687,32.66367,-116.27363,0.23,place,,,Boulevard,CA,San Diego County,91905,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
508,496 Celaya Drive,,Ueda,,90797,0,0,0,,,,,,,,,,,,,,,,,,
509,786 Matsue Way,,Joliet,,37469,35.04563,-85.30968,0.16,place,,,Chattanooga,TN,Hamilton County,37469,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
510,48 Maracabo Place,,Talavera,,1570,42.04465,-71.87485,0.22,place,,,Webster,MA,Worcester County,1570,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
511,1152 al-Qatif Lane,,Pontianak,,44816,41.330202,-82.352522,0.09,place,,,Birmingham,OH,Erie County,44816,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
512,1269 Ipoh Avenue,,Eskisehir,,54674,38.300217,-76.743445,0.23,place,,,Avenue,MD,St. Mary's County,20609,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
513,758 Korolev Parkway,,Vijayawada,,75474,32.934537,-96.121946,0.22,place,,,Quinlan,TX,Hunt County,75474,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
514,1747 Rustenburg Place,,Chapra,,51369,37.620321,-92.139884,0.17,place,,,Palace,MO,Pulaski County,65552,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
515,886 Tonghae Place,,Kamyin,,19450,40.211896,-75.35586,0.22,place,,,Lederach,PA,Montgomery County,19450,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
516,1574 Goinia Boulevard,,Suihua,,39529,30.403156,-89.49821,0.22,place,,,Stennis Space Center,MS,Hancock County,39529,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
517,548 Uruapan Street,,London,,35653,34.444903,-87.854726,0.22,place,,,Russellville,AL,Franklin County,35653,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
519,962 Tama Loop,,Yangor,,65952,32.91537,-102.41602,0.23,place,,,Loop,TX,Gaines County,79342,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
520,1778 Gijn Manor,,Zaoyang,,35156,37.839306,-76.982747,0.17,place,,,Minor,VA,Essex County,22560,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
521,568 Dhule (Dhulia) Loop,,Coquimbo,,92568,33.953349,-117.396156,0.16,place,,,Riverside,CA,Riverside County,92568,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
522,1768 Udine Loop,,Battambang,,32347,30.17247,-83.609333,0.09,place,,,Perry,FL,Taylor County,32347,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
523,608 Birgunj Parkway,,Chungho,,400,38.338107,-90.969862,0.27,place,,,Parkway,MO,Franklin County,63077,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
524,680 A Corua (La Corua) Manor,,Sivas,,49806,46.444586,-86.911506,0.22,place,,,Au Train,MI,Alger County,49806,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
525,1949 Sanya Street,,Isesaki,,61244,41.50087,-90.4443,0.22,place,,,East Moline,IL,Rock Island County,61244,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
526,617 Klerksdorp Place,,Nha Trang,,94707,37.892675,-122.27608,0.22,place,,,Berkeley,CA,Alameda County,94707,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
527,1993 0 Loop,,Yingkou,,41214,37.793736,-82.626345,0.22,place,,,Debord,KY,Martin County,41214,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
528,1176 Southend-on-Sea Manor,,Santa Rosa,,81651,38.450412,-122.783159,0.23,place,,,Santa Rosa,CA,Sonoma County,95401,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
529,600 Purnea (Purnia) Avenue,,Vinh,,18043,40.792804,-75.137186,0.22,place,,,Easton,PA,Northampton County,18043,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
530,1003 Qinhuangdao Street,,Purwakarta,,25972,38.04456,-80.72287,0.22,place,,,Leslie,WV,Greenbrier County,25972,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
531,1986 Sivas Place,,Udine,,95775,0,0,0,,,,,,,,,,,,,,,,,,
532,1427 Tabuk Place,,Cape Coral,,31342,26.606491,-81.95016,0.23,place,,,Cape Coral,FL,Lee County,33904,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
533,556 Asuncin Way,,Mogiljov,,35364,39.641185,-81.183444,0.17,place,,,Way,OH,Monroe County,45734,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
534,486 Ondo Parkway,,Benguela,,35202,33.544622,-86.929208,0.22,place,,,Birmingham,AL,Jefferson County,35202,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
535,635 Brest Manor,,Bhimavaram,,40899,37.839306,-76.982747,0.17,place,,,Minor,VA,Essex County,22560,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
536,166 Jinchang Street,,Ezeiza,,86760,39.657355,-76.371332,0.23,place,,,Street,MD,Harford County,21154,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
537,958 Sagamihara Lane,,Kuwana,,88408,0,0,0,,,,,,,,,,,,,,,,,,
538,1817 Livorno Way,,Cam Ranh,,79401,33.588771,-101.850445,0.22,place,,,Lubbock,TX,Lubbock County,79401,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
539,1332 Gaziantep Lane,,Binzhou,,22813,0,0,0,,,,,,,,,,,,,,,,,,
540,949 Allende Lane,,Amroha,,67521,38.64029,-99.74623,0.09,place,,,Brownell,KS,Ness County,67521,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
541,195 Ilorin Street,,NDjamna,,49250,41.98421,-84.6619,0.22,place,,,Jonesville,MI,Hillsdale County,49250,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
542,193 Bhusawal Place,,Tonghae,,9750,37.620321,-92.139884,0.17,place,,,Palace,MO,Pulaski County,65552,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
543,43 Vilnius Manor,,Aurora,,79814,39.739249,-104.862881,0.23,place,,,Aurora,CO,Arapahoe County,80010,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
544,183 Haiphong Street,,Baicheng,,69953,39.657355,-76.371332,0.23,place,,,Street,MD,Harford County,21154,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
545,163 Augusta-Richmond County Loop,,Valencia,,33030,26.093206,-80.373652,0.5,street_center,,Augusta,Fort Lauderdale,FL,Broward County,33326,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
546,191 Jos Azueta Parkway,,Ruse,,13629,38.338107,-90.969862,0.17,place,,,Parkway,MO,Franklin County,63077,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
547,379 Lublin Parkway,,Livorno,,74568,38.338107,-90.969862,0.17,place,,,Parkway,MO,Franklin County,63077,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
548,1658 Cuman Loop,,Pangkal Pinang,,51309,32.91537,-102.41602,0.23,place,,,Loop,TX,Gaines County,79342,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
549,454 Qinhuangdao Drive,,Beni-Mellal,,25866,38.041293,-81.064784,0.33,place,,,Lochgelly,WV,Fayette County,25866,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
550,1715 Okayama Street,,So Bernardo do Campo,,55676,36.41423,-91.73487,0.23,place,,,Camp,AR,Fulton County,72520,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
551,182 Nukualofa Drive,,Konotop,,15414,0,0,0,,,,,,,,,,,,,,,,,,
552,390 Wroclaw Way,,Sanya,,5753,43.991942,-73.171578,0.22,place,,,Middlebury,VT,Addison County,5753,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
553,1421 Quilmes Lane,,Kanazawa,,19151,39.97957,-75.257036,0.09,place,,,Philadelphia,PA,Philadelphia County,19151,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
554,947 Trshavn Place,,Tarlac,,841,37.620321,-92.139884,0.27,place,,,Palace,MO,Pulaski County,65552,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
555,1764 Jalib al-Shuyukh Parkway,,Santiago de Compostela,,77642,29.95802,-93.891921,0.09,place,,,Port Arthur,TX,Jefferson County,77642,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
556,346 Cam Ranh Avenue,,Zhoushan,,39976,38.300217,-76.743445,0.23,place,,,Avenue,MD,St. Mary's County,20609,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
557,1407 Pachuca de Soto Place,,Alvorada,,26284,0,0,0,,,,,,,,,,,,,,,,,,
558,904 Clarksville Drive,,Haining,,52234,36.522633,-87.334932,0.23,place,,,Clarksville,TN,Montgomery County,37040,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
559,1917 Kumbakonam Parkway,,Novi Sad,,11892,42.468959,-83.522221,0.23,place,,,Novi,MI,Oakland County,48374,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
560,1447 Imus Place,,Rajkot,,12905,37.620321,-92.139884,0.17,place,,,Palace,MO,Pulaski County,65552,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
561,1497 Fengshan Drive,,Chatsworth,,63022,38.638318,-90.427118,0.22,place,,,Ballwin,MO,St. Louis County,63022,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
562,869 Shikarpur Way,,Southport,,57380,43.034725,-98.315504,0.22,place,,,Wagner,SD,Charles Mix County,57380,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
563,1059 Yuncheng Avenue,,Vilnius,,47498,38.300217,-76.743445,0.23,place,,,Avenue,MD,St. Mary's County,20609,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
564,505 Madiun Boulevard,,Wroclaw,,97271,45.580557,-122.374776,0.22,place,,,Portland,OR,Multnomah County,97271,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
565,1741 Hoshiarpur Boulevard,,Bilbays,,22372,38.804836,-77.046921,0.16,place,,,Alexandria,VA,Alexandria city,22372,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
566,1229 Varanasi (Benares) Manor,,Avellaneda,,40195,37.839306,-76.982747,0.17,place,,,Minor,VA,Essex County,22560,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
567,1894 Boa Vista Way,,Garland,,77464,29.592427,-95.955278,0.09,place,,,Orchard,TX,Fort Bend County,77464,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
568,1342 Sharja Way,,Sokoto,,93655,39.641185,-81.183444,0.17,place,,,Way,OH,Monroe County,45734,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
569,1342 Abha Boulevard,,Bucuresti,,10714,32.634819,-116.306039,0.5,street_center,,Abha Dr,Boulevard,CA,San Diego County,91905,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
570,415 Pune Avenue,,Xintai,,44274,41.09924,-81.734329,0.22,place,,,Sharon Center,OH,Medina County,44274,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
571,1746 Faaa Way,,Hunuco,,32515,30.421309,-87.216915,0.16,place,,,Pensacola,FL,Escambia County,32515,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
572,539 Hami Way,,Tokat,,52196,39.641185,-81.183444,0.17,place,,,Way,OH,Monroe County,45734,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
573,1407 Surakarta Manor,,Serpuhov,,33224,37.839306,-76.982747,0.17,place,,,Minor,VA,Essex County,22560,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
574,502 Mandi Bahauddin Parkway,,Barcelona,,15992,38.338107,-90.969862,0.17,place,,,Parkway,MO,Franklin County,63077,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
575,1052 Pathankot Avenue,,Leshan,,77397,38.300217,-76.743445,0.23,place,,,Avenue,MD,St. Mary's County,20609,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
576,1351 Sousse Lane,,Monclova,,37815,36.213293,-83.275211,0.09,place,,,Morristown,TN,Hamblen County,37815,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
577,1501 Pangkal Pinang Avenue,,Plock,,943,38.300217,-76.743445,0.33,place,,,Avenue,MD,St. Mary's County,20609,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
578,1405 Hagonoy Avenue,,Czestochowa,,86587,38.300217,-76.743445,0.23,place,,,Avenue,MD,St. Mary's County,20609,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
579,521 San Juan Bautista Tuxtepec Place,,Zhezqazghan,,95093,37.620321,-92.139884,0.17,place,,,Palace,MO,Pulaski County,65552,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
580,923 Tangail Boulevard,,Akishima,,33384,32.66367,-116.27363,0.23,place,,,Boulevard,CA,San Diego County,91905,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
581,186 Skikda Lane,,Cuernavaca,,89422,38.387008,-118.109585,0.09,place,,,Mina,NV,Mineral County,89422,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
582,1568 Celaya Parkway,,Fengshan,,34750,28.810823,-81.877858,0.16,place,,,Leesburg,FL,Lake County,34750,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
583,1489 Kakamigahara Lane,,Tanshui,,98883,0,0,0,,,,,,,,,,,,,,,,,,
584,1819 Alessandria Loop,,Carmen,,53829,36.578946,-98.45608,0.23,place,,,Carmen,OK,Alfalfa County,73726,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
585,1208 Tama Loop,,Mosul,,73605,32.91537,-102.41602,0.23,place,,,Loop,TX,Gaines County,79342,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
586,951 Springs Lane,,Iligan,,96115,41.763674,-120.179132,0.09,place,,,Lake City,CA,Modoc County,96115,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
587,760 Miyakonojo Drive,,Jos Azueta,,64682,39.53613,-93.44021,0.33,place,,,Tina,MO,Carroll County,64682,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
588,966 Asuncin Way,,Huejutla de Reyes,,62703,39.762206,-89.627547,0.09,place,,,Springfield,IL,Sangamon County,62703,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
589,1584 Ljubertsy Lane,,Southampton,,22954,37.78907,-79.012459,0.09,place,,,Massies Mill,VA,Nelson County,22954,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
590,247 Jining Parkway,,Banjul,,53446,38.338107,-90.969862,0.17,place,,,Parkway,MO,Franklin County,63077,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
591,773 Dallas Manor,,Quilmes,,12664,32.781179,-96.790329,0.23,place,,,Dallas,TX,Dallas County,75201,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
592,1923 Stara Zagora Lane,,Tsaotun,,95179,37.339386,-121.894956,0.06,place,,,San Jose,CA,Santa Clara County,95179,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
593,1402 Zanzibar Boulevard,,Celaya,,71102,32.607556,-93.75256,0.22,place,,,Shreveport,LA,Caddo Parish,71102,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
594,1464 Kursk Parkway,,Weifang,,17381,38.338107,-90.969862,0.17,place,,,Parkway,MO,Franklin County,63077,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
595,1074 Sanaa Parkway,,Loja,,22474,38.338107,-90.969862,0.17,place,,,Parkway,MO,Franklin County,63077,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
596,1759 Niznekamsk Avenue,,al-Manama,,39414,0,0,0,,,,,,,,,,,,,,,,,,
597,32 Liaocheng Way,,Juiz de Fora,,1944,42.579503,-70.755062,0.09,place,,,Manchester,MA,Essex County,1944,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
598,42 Fontana Avenue,,Szkesfehrvr,,14684,43.154785,-77.615557,0.06,place,,,Rochester,NY,Monroe County,14684,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
599,1895 Zhezqazghan Drive,,Garden Grove,,36693,30.635741,-88.174502,0.22,place,,,Mobile,AL,Mobile County,36693,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
600,1837 Kaduna Parkway,,Jining,,82580,38.338107,-90.969862,0.17,place,,,Parkway,MO,Franklin County,63077,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
601,844 Bucuresti Place,,Jinzhou,,36603,30.69117,-88.057773,0.22,place,,,Mobile,AL,Mobile County,36603,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
602,1101 Bucuresti Boulevard,,Patras,,97661,32.66367,-116.27363,0.23,place,,,Boulevard,CA,San Diego County,91905,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
603,1103 Quilmes Boulevard,,Sullana,,52137,32.66367,-116.27363,0.23,place,,,Boulevard,CA,San Diego County,91905,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
604,1331 Usak Boulevard,,Lausanne,,61960,32.66367,-116.27363,0.23,place,,,Boulevard,CA,San Diego County,91905,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
605,1325 Fukuyama Street,,Tieli,,27107,36.04803,-80.182863,0.22,place,,,Winston-Salem,NC,Forsyth County,27107,US,TIGER/Line® dataset from the US Census Bureau,,,,,,,,,
